id,loan_amnt_USD,loan_amnt_EUR,funded_amnt_USD,funded_amnt_EUR,int_rate,installment_USD,installment_EUR,total_pymnt_USD,total_pymnt_EUR,exchange_rates,issue_date,loan_status,term_months,sub_grade,verification_status,addr_state
id,loan_amnt_USD,loan_amnt_EUR,funded_amnt_USD,funded_amnt_EUR,int_rate,installment_USD,installment_EUR,total_pymnt_USD,total_pymnt_EUR,exchange_rates,issue_date,loan_status,term_months,sub_grade,verification_status,addr_state
34883768.0,10300.0,9124.770570311213,10300.0,1.1287955045700073,0.2899,320.35,283.79808273778616,3839.91,13.530429673648873,1.1287955045700073,1.0,1.0,36.0,4.0,0.0,4.0
35683282.0,22400.0,19844.161240288464,22400.0,1.1287955045700073,0.2899,686.44,608.1172340081971,8221.13,13.518988675609846,1.1287955045700073,1.0,1.0,36.0,2.0,1.0,0.0
36169417.0,24000.0,21261.601328880497,24000.0,1.1287955045700073,0.1559,578.42,512.4223100271273,6899.47,13.464421562040783,1.1287955045700073,1.0,1.0,60.0,16.0,1.0,0.0
36201871.0,21000.0,18603.901162770435,21000.0,1.1287955045700073,0.2899,639.15,566.2230203897487,7655.73,13.520697188769056,1.1287955045700073,1.0,1.0,36.0,1.0,1.0,4.0
36241014.0,20000.0,17718.001107400414,20000.0,1.1287955045700073,0.2899,411.98,364.97310481134116,4934.13,13.519160548968422,1.1287955045700073,1.0,1.0,60.0,6.0,1.0,2.0
36561402.0,9600.0,8775.74352670075,9600.0,1.0939244031906128,0.2899,309.72,283.1274255301829,1852.99,6.5447209733571405,1.0939244031906128,7.0,1.0,36.0,8.0,1.0,2.0
36763239.0,15000.0,13288.50083055031,15000.0,1.1287955045700073,0.17859999999999998,379.76,336.4294050273191,4527.35,13.457057951377246,1.1287955045700073,1.0,1.0,60.0,20.0,1.0,0.0
36802496.0,7800.0,6910.0204318861615,7800.0,1.1287955045700073,0.2899,260.53,230.8035414255515,3120.99,13.522279514097981,1.1287955045700073,1.0,1.0,36.0,11.0,1.0,2.0
36806601.0,20000.0,18088.30666190593,20000.0,1.1056866943836212,0.2899,640.57,579.341329920854,7665.75,13.231836922539681,1.1056866943836212,0.0,1.0,36.0,7.0,1.0,2.0
36950419.0,14000.0,12402.60077518029,14000.0,1.1287955045700073,0.15990000000000001,340.38,301.54266084684764,4132.09,13.703168859741119,1.1287955045700073,1.0,1.0,60.0,17.0,1.0,1.0
37011266.0,28000.0,24805.20155036058,28000.0,1.1287955045700073,0.1559,978.74,867.0658201928541,8760.16,10.103223764548293,1.1287955045700073,1.0,0.0,36.0,16.0,1.0,4.0
37051229.0,30000.0,26577.00166110062,30000.0,1.1287955045700073,0.2899,667.19,591.0636579423242,8366.84,14.15556495069848,1.1287955045700073,1.0,1.0,60.0,10.0,1.0,1.0
37068509.0,7000.0,6201.300387590145,7000.0,1.1287955045700073,0.2899,242.63,214.94593043442813,2905.73,13.51842295468082,1.1287955045700073,1.0,1.0,36.0,15.0,1.0,3.0
37107114.0,25000.0,22147.501384250518,25000.0,1.1287955045700073,0.2899,766.12,678.7057504200803,9175.41,13.51898078706559,1.1287955045700073,1.0,1.0,36.0,2.0,1.0,2.0
37257668.0,12000.0,10630.800664440249,12000.0,1.1287955045700073,0.2899,377.09,334.0640518794811,4514.16,13.512857712773462,1.1287955045700073,1.0,1.0,36.0,5.0,1.0,2.0
37267742.0,12000.0,10630.800664440249,12000.0,1.1287955045700073,0.2899,377.09,334.0640518794811,4545.79,13.60754015412579,1.1287955045700073,1.0,0.0,36.0,5.0,0.0,2.0
37329129.0,8000.0,7087.200442960166,1000.0,0.14109943807125092,0.2899,265.68,1882.927413685657,2911.82,1.5464324215771976,1.1287955045700073,1.0,0.0,36.0,10.0,0.0,2.0
37600541.0,8000.0,7235.3226647623715,8000.0,1.1056866943836212,0.2899,251.4,227.37001474015753,3009.52,13.236222038509927,1.1056866943836212,0.0,1.0,36.0,5.0,1.0,2.0
37601431.0,15000.0,13288.50083055031,15000.0,1.1287955045700073,0.1366,346.39,306.8669201796215,4133.91,13.471344508493313,1.1287955045700073,1.0,1.0,60.0,13.0,1.0,2.0
37612109.0,35000.0,31006.501937950725,11850.0,0.3821779065472739,0.1714,423.32,1107.6516793563967,5057.27,4.565758436748399,1.1287955045700073,1.0,1.0,36.0,19.0,1.0,2.0
37612196.0,15000.0,13288.50083055031,15000.0,1.1287955045700073,0.2899,314.96,279.0230814393417,3809.57,13.6532432383311,1.1287955045700073,1.0,1.0,60.0,7.0,1.0,3.0
37620643.0,24000.0,21261.601328880497,1000.0,0.047033146023750305,0.2899,735.47,15637.26992935174,8808.33,0.5632907815619679,1.1287955045700073,1.0,1.0,36.0,2.0,1.0,1.0
37621437.0,32000.0,28348.801771840663,32000.0,1.1287955045700073,0.2899,1165.57,1032.578527537635,13920.92,13.481705873931817,1.1287955045700073,1.0,1.0,36.0,21.0,1.0,1.0
37621803.0,4700.0,4163.730260239097,4700.0,1.1287955045700073,0.2899,150.54,133.36339433540292,68616520.0,514507.9003270759,1.1287955045700073,1.0,1.0,36.0,7.0,0.0,2.0
37640409.0,11200.0,9922.080620144232,11200.0,1.1287955045700073,0.1999,296.67,262.8199694266241,1174.24,4.467849237490428,1.1287955045700073,1.0,0.0,60.0,23.0,0.0,1.0
37641179.0,35000.0,31006.501937950725,28000.0,0.9030364036560059,0.2899,870.85,964.3575790237281,10426.9,10.812275681553434,1.1287955045700073,1.0,1.0,36.0,4.0,1.0,1.0
37641650.0,35000.0,31006.501937950725,35000.0,1.1287955045700073,0.2899,1088.56,964.3553642735898,13048.16,13.530447886115773,1.1287955045700073,1.0,1.0,36.0,5.0,1.0,2.0
37651425.0,5150.0,4562.385285155607,5150.0,1.1287955045700073,0.1649,182.31,161.50843909450847,2202.11,13.634643566280836,1.1287955045700073,1.0,1.0,36.0,18.0,1.0,2.0
37652106.0,25000.0,22147.501384250518,25000.0,1.1287955045700073,0.1559,1372.97,1216.3141990213774,10443.25,8.585980504381544,1.1287955045700073,1.0,1.0,36.0,16.0,1.0,2.0
37671458.0,35000.0,31006.501937950725,35000.0,1.1287955045700073,0.2899,1088.56,964.3553642735898,13033.59,13.515339347770084,1.1287955045700073,1.0,1.0,36.0,4.0,1.0,4.0
37671833.0,7500.0,6644.250415275155,7500.0,1.1287955045700073,0.2899,252.67,223.84036699034314,3018.51,13.485101193254494,1.1287955045700073,1.0,1.0,36.0,12.0,0.0,2.0
37672125.0,15000.0,13288.50083055031,15000.0,1.1287955045700073,0.2899,456.54,404.4488112786293,5468.43,13.520697422034795,1.1287955045700073,1.0,1.0,60.0,1.0,0.0,1.0
37680706.0,35000.0,31006.501937950725,35000.0,1.1287955045700073,0.2899,1099.85,974.3571758987173,13183.54,13.530500237595014,1.1287955045700073,1.0,1.0,36.0,5.0,1.0,1.0
37680875.0,15000.0,13288.50083055031,15000.0,1.1287955045700073,0.2899,308.98,273.72539910822906,3693.31,13.49275592265989,1.1287955045700073,1.0,1.0,60.0,6.0,1.0,0.0
37691298.0,25000.0,22147.501384250518,1000.0,0.0451518201828003,0.2899,514.97,11405.298787847489,6155.56,0.5397105428363559,1.1287955045700073,1.0,1.0,60.0,6.0,1.0,3.0
37691377.0,23600.0,20907.24130673249,1000.0,0.04783031799025455,0.2899,507.14,10602.898356296315,6058.17,0.571369242298025,1.1287955045700073,1.0,1.0,60.0,8.0,1.0,3.0
37691997.0,8000.0,7087.200442960166,8000.0,1.1287955045700073,0.2899,245.16,217.1872575745143,8164.08,37.59005059124615,1.1287955045700073,1.0,1.0,36.0,2.0,0.0,4.0
37692393.0,10000.0,8859.000553700207,10000.0,1.1287955045700073,0.2899,219.63,194.57022916091765,2622.85,13.480222597830187,1.1287955045700073,1.0,1.0,60.0,10.0,0.0,3.0
37700602.0,26850.0,23786.41648668506,26850.0,1.1287955045700073,0.2583,801.21,709.7919833630143,32358.25,45.58835653043826,1.1287955045700073,1.0,1.0,60.0,35.0,1.0,1.0
37730598.0,9600.0,8504.640531552199,9600.0,1.1287955045700073,0.2899,1372.97,1216.3141990213774,3874.11,3.1851227282531385,1.1287955045700073,1.0,1.0,36.0,12.0,0.0,1.0
37731126.0,12000.0,10630.800664440249,12000.0,1.1287955045700073,0.2899,289.21,256.21115501356365,13336.65,52.05335419253688,1.1287955045700073,1.0,1.0,60.0,16.0,1.0,1.0
37750229.0,32000.0,28941.290659049486,32000.0,1.1056866943836212,0.1431,749.74,678.0763518348675,9801.44,14.454773379837546,1.1056866943836212,0.0,1.0,60.0,14.0,1.0,4.0
37750958.0,32000.0,28348.801771840663,32000.0,1.1287955045700073,0.2899,995.26,881.7008891075668,11909.83,13.50778948635835,1.1287955045700073,1.0,1.0,60.0,4.0,1.0,3.0
37751648.0,24000.0,21261.601328880497,24000.0,1.1287955045700073,0.2899,735.47,651.5529137229892,8808.33,13.518978757487229,1.1287955045700073,1.0,1.0,36.0,2.0,1.0,1.0
37752011.0,25000.0,22147.501384250518,25000.0,1.1287955045700073,0.2899,830.24,735.509661970406,9929.57,13.500257730672104,1.1287955045700073,1.0,1.0,36.0,10.0,1.0,4.0
37811574.0,18000.0,15946.200996660373,18000.0,1.1287955045700073,0.2899,370.78,328.47402253009625,4432.02,13.492756492163453,1.1287955045700073,1.0,1.0,60.0,6.0,1.0,2.0
37811673.0,35000.0,31006.501937950725,35000.0,1.1287955045700073,0.15990000000000001,1230.33,1089.9494151233976,13041.12,11.964885543356674,1.1287955045700073,1.0,0.0,36.0,17.0,1.0,1.0
37821356.0,11550.0,10232.14563952374,11550.0,1.1287955045700073,0.1999,305.95,271.04112194045786,3645.75,13.45091096841348,1.1287955045700073,1.0,1.0,60.0,23.0,0.0,2.0
37841440.0,25000.0,22147.501384250518,25000.0,1.1287955045700073,0.2899,812.45,719.7494999853734,8922.38,12.396507396227879,1.1287955045700073,1.0,1.0,36.0,8.0,1.0,2.0
37866237.0,28000.0,24805.20155036058,28000.0,1.1287955045700073,0.1431,961.2,851.527133221664,11489.88,13.493263516488591,1.1287955045700073,1.0,1.0,36.0,14.0,1.0,2.0
37866544.0,20000.0,17718.001107400414,20000.0,1.1287955045700073,0.2899,448.85,397.63623985283385,5372.43,13.510916414430309,1.1287955045700073,1.0,1.0,60.0,11.0,1.0,1.0
37887123.0,8000.0,7087.200442960166,8000.0,1.1287955045700073,0.2899,267.21,236.72135379542323,1592.25,6.726262647923335,1.1287955045700073,1.0,0.0,36.0,15.0,0.0,4.0
37887364.0,15000.0,13288.50083055031,15000.0,1.1287955045700073,0.1924,391.1,346.47551165521514,4661.13,13.45298540070672,1.1287955045700073,1.0,1.0,60.0,22.0,0.0,4.0
37907332.0,21300.0,18869.671179381443,21300.0,1.1287955045700073,0.2899,523.54,463.8041149884206,6243.45,13.461394149458709,1.1287955045700073,1.0,1.0,60.0,18.0,1.0,4.0
37917304.0,6000.0,5315.400332220124,1000.0,0.18813258409500122,0.2899,185.24,984.6247575404559,2218.22,2.252858241693012,1.1287955045700073,1.0,1.0,36.0,3.0,1.0,4.0
37927296.0,10000.0,8859.000553700207,10000.0,1.1287955045700073,0.21989999999999998,276.14,244.6324412898775,68616520.0,280488.22812789894,1.1287955045700073,1.0,1.0,60.0,25.0,1.0,3.0
37927549.0,35000.0,31006.501937950725,35000.0,1.1287955045700073,0.1649,1238.98,1097.6124506023484,6130.77,5.5855507074792685,1.1287955045700073,1.0,0.0,36.0,18.0,1.0,4.0
37938334.0,18000.0,15946.200996660373,18000.0,1.1287955045700073,0.1431,1372.97,1216.3141990213774,5087.88,4.183030999797264,1.1287955045700073,1.0,1.0,60.0,14.0,1.0,3.0
37948249.0,12000.0,10630.800664440249,12000.0,1.1287955045700073,0.1499,415.93,368.47241003005274,4971.17,13.491295045929082,1.1287955045700073,1.0,1.0,36.0,15.0,0.0,3.0
37948610.0,4800.0,4341.193598857423,4800.0,1.1056866943836212,0.1366,163.27,147.66389143446906,1951.95,13.218871458945975,1.1056866943836212,0.0,1.0,36.0,13.0,0.0,2.0
37958255.0,10000.0,8859.000553700207,10000.0,1.1287955045700073,0.2899,332.1,294.2074083883839,4009.7,13.628820640392526,1.1287955045700073,1.0,1.0,60.0,10.0,1.0,1.0
37978181.0,12000.0,10630.800664440249,12000.0,1.1287955045700073,0.1431,1372.97,1216.3141990213774,7548.35,6.205921139515805,1.1287955045700073,1.0,1.0,36.0,14.0,0.0,2.0
37998364.0,8400.0,7441.560465108174,8400.0,1.1287955045700073,0.2899,288.36,255.4581399664992,3446.96,13.49324785834593,1.1287955045700073,1.0,1.0,36.0,14.0,0.0,1.0
37998603.0,24000.0,21384.719560992413,24000.0,1.122296690940857,0.2899,509.82,454.2649052743813,3555.42,7.82675473874101,1.122296690940857,6.0,1.0,60.0,8.0,0.0,4.0
38018251.0,11200.0,9922.080620144232,11200.0,1.1287955045700073,0.2899,240.68,213.2184253264566,2875.11,13.484341212997647,1.1287955045700073,1.0,1.0,60.0,8.0,1.0,4.0
38028516.0,6000.0,5315.400332220124,6000.0,1.1287955045700073,0.1559,209.73,185.79981861275445,6281.35,33.807083596199,1.1287955045700073,1.0,1.0,36.0,16.0,1.0,1.0
38058468.0,8000.0,7087.200442960166,1000.0,0.14109943807125092,0.1499,277.29,1965.2098108284247,3314.16,1.6864153546042657,1.1287955045700073,1.0,1.0,36.0,15.0,0.0,3.0
38078645.0,35000.0,31006.501937950725,3875.0,0.1249737880059651,0.1499,134.31,1074.7053613641708,3687.54,3.4312102019471116,1.1287955045700073,1.0,1.0,36.0,15.0,0.0,2.0
38098252.0,6000.0,5315.400332220124,6000.0,1.1287955045700073,0.1499,207.97,184.2406345153032,197.98,1.07457293837943,1.1287955045700073,1.0,0.0,36.0,15.0,1.0,3.0
38108327.0,1200.0,1063.0800664440249,1200.0,1.1287955045700073,0.1366,40.82,36.16244026020425,488.02,13.495217592852889,1.1287955045700073,1.0,0.0,36.0,13.0,1.0,1.0
38141178.0,4750.0,4208.025263007598,4750.0,1.1287955045700073,0.1714,169.69,150.32838039573883,2027.23,13.485344514876868,1.1287955045700073,1.0,1.0,60.0,19.0,0.0,2.0
38141958.0,10000.0,9044.153330952964,10000.0,1.1056866943836212,0.1559,349.55,316.13837968346087,10961.22,34.672221737123834,1.1056866943836212,0.0,1.0,36.0,16.0,1.0,1.0
38151414.0,26800.0,23742.121483916555,26800.0,1.1287955045700073,0.1431,627.91,556.2655037673896,68616520.0,123352.10351043622,1.1287955045700073,1.0,1.0,60.0,14.0,1.0,1.0
38151481.0,25000.0,22147.501384250518,25000.0,1.1287955045700073,0.2899,760.89,674.0724931304951,68616520.0,101793.9772046393,1.1287955045700073,1.0,1.0,36.0,1.0,1.0,4.0
38151638.0,14475.0,12823.40330148105,14475.0,1.1287955045700073,0.2299,1372.97,1216.3141990213774,4858.78,3.994675063325972,1.1287955045700073,1.0,1.0,60.0,26.0,1.0,2.0
38162231.0,12000.0,10630.800664440249,1000.0,0.09406629204750061,0.18539999999999998,308.26,3277.050612820351,3686.76,1.1250238203757976,1.1287955045700073,1.0,1.0,60.0,21.0,1.0,2.0
38162496.0,11700.0,10365.030647829242,11700.0,1.1287955045700073,0.21989999999999998,446.77,395.79356773766415,5346.95,13.509441375116056,1.1287955045700073,1.0,1.0,36.0,25.0,1.0,1.0
38171495.0,11325.0,10032.818127065486,11325.0,1.1287955045700073,0.17859999999999998,1372.97,1216.3141990213774,3418.17,2.810268927839692,1.1287955045700073,1.0,1.0,60.0,20.0,1.0,2.0
38171566.0,6250.0,5536.875346062629,6250.0,1.1287955045700073,0.2899,203.12,179.94401924675861,68616520.0,381321.4814653308,1.1287955045700073,1.0,1.0,36.0,8.0,0.0,1.0
38171736.0,28000.0,24805.20155036058,28000.0,1.1287955045700073,0.25989999999999996,838.17,742.5348494094902,9977.18,13.436648809055189,1.1287955045700073,1.0,1.0,60.0,34.0,1.0,2.0
38171949.0,20000.0,17718.001107400414,20000.0,1.1287955045700073,0.1366,461.85,409.1529405726441,5511.84,13.471343972954744,1.1287955045700073,1.0,1.0,60.0,13.0,1.0,3.0
38171990.0,35000.0,31006.501937950725,35000.0,1.1287955045700073,0.2557,1039.03,920.4767345311126,35522.06,38.59093735605909,1.1287955045700073,1.0,1.0,60.0,30.0,1.0,1.0
38172140.0,9900.0,8770.410548163205,9900.0,1.1287955045700073,0.2899,313.3,277.55248734742753,3750.06,13.511174177682097,1.1287955045700073,1.0,1.0,36.0,6.0,1.0,1.0
38181359.0,24000.0,21261.601328880497,24000.0,1.1287955045700073,0.1431,562.31,498.1504601351163,6709.56,13.468942692896693,1.1287955045700073,1.0,1.0,60.0,14.0,1.0,2.0
38182010.0,20000.0,17718.001107400414,20000.0,1.1287955045700073,0.17859999999999998,721.65,639.3097749577754,7918.31,12.385717081399205,1.1287955045700073,1.0,1.0,36.0,20.0,1.0,1.0
38191359.0,4750.0,4208.025263007598,4750.0,1.1287955045700073,0.15990000000000001,166.98,147.92759124568605,4974.84,33.630237321565794,1.1287955045700073,1.0,0.0,36.0,17.0,1.0,4.0
38201230.0,15000.0,13288.50083055031,15000.0,1.1287955045700073,0.2899,505.34,447.6807339806863,1999.71,4.4668216615421095,1.1287955045700073,1.0,0.0,36.0,15.0,1.0,2.0
38211297.0,20625.0,18271.688642006677,20625.0,1.1287955045700073,0.2899,688.9,610.2965481444073,8238.41,13.499027685882702,1.1287955045700073,1.0,1.0,36.0,11.0,1.0,4.0
38211876.0,32000.0,28348.801771840663,32000.0,1.1287955045700073,0.17859999999999998,810.16,717.7207888585759,9658.42,13.457071538028353,1.1287955045700073,1.0,1.0,60.0,20.0,1.0,4.0
38212467.0,35000.0,31006.501937950725,20000.0,0.6450260026114328,0.1366,680.26,1054.624150415518,8132.76,7.711524524443825,1.1287955045700073,1.0,1.0,36.0,13.0,1.0,2.0
38212617.0,10800.0,9567.720597996224,10800.0,1.1287955045700073,0.20989999999999998,292.12,258.78912417469047,3480.25,13.448208115773545,1.1287955045700073,1.0,1.0,60.0,24.0,1.0,1.0
38212702.0,20000.0,17718.001107400414,20000.0,1.1287955045700073,0.2899,444.79,394.03948562803157,5324.16,13.511742335959553,1.1287955045700073,1.0,1.0,60.0,10.0,1.0,3.0
